Started,AcresBurned,Longitude,Type,Latitude,ExtinguishedDate
2020-11-17T12:47:00Z,49.0,-120.87054,Wildfire,41.4435,2020-11-17T19:05:14Z
2020-12-01T17:27:18Z,1087.0,-117.62109,Wildfire,33.893351,2020-12-12T07:26:17Z
2020-12-03T02:06:22Z,200.0,-117.051463,Wildfire,33.773754,
2020-12-02T22:14:00Z,6686.0,-117.674967,Wildfire,33.743842,2020-12-10T18:59:25Z
2020-12-02T09:00:51Z,,-116.9075,,32.75277778,2020-12-03T18:35:02Z
2020-12-03T13:32:00Z,24.0,-120.374514,Wildfire,41.591948,2020-12-03T17:40:29Z
2020-12-07T11:44:00Z,174.0,-119.078,,34.33622,2020-12-08T11:17:54Z
2020-12-13T08:00:00Z,1954.0,-117.03459,Wildfire,33.93244,2020-12-14T17:50:00Z
2020-12-26T13:48:14Z,,-117.31544,Wildfire,34.52927,2020-12-28T10:47:57Z
2021-01-14T16:00:00Z,250.0,-118.83967,Wildfire,34.20955,2021-01-15T13:45:05Z
2021-01-19T12:08:00Z,23.0,-119.51982,Wildfire,37.25086,
2021-01-19T06:48:00Z,20.0,-122.10509,Wildfire,37.08931,
2021-01-18T21:00:00Z,15.0,-122.28823,Wildfire,37.18259,
2021-01-18T21:00:00Z,22.0,-122.1756,,37.17749,
2021-01-19T11:47:00Z,865.0,-119.185309,Wildfire,34.99432,2021-01-20T07:12:18Z
2021-01-19T14:48:24Z,43.0,-116.10723,Wildfire,33.52871,2021-01-20T13:46:53Z
2021-01-19T15:04:08Z,184.0,-118.5553174,,34.3585229,2021-01-22T18:12:36Z
2021-01-19T15:25:39Z,20.0,-122.13372,Wildfire,37.18381,2021-01-22T18:02:12Z
2021-01-19T19:13:18Z,37.0,-121.83627,Wildfire,36.98767,2021-01-22T18:09:27Z
2021-03-14T18:35:00Z,86.0,-117.5910734433329,Wildfire,35.5819816117628,2021-03-20T09:54:54Z
2021-03-27T17:02:04Z,873.0,-121.627082,Fire,41.927772,2021-03-29T17:21:30Z
2021-03-28T14:43:24Z,23.0,-120.131236,Fire,37.813464,
2021-04-01T15:56:00Z,35.0,-122.0536419,Wildfire,40.6758842,2021-04-01T21:19:17Z
2021-04-04T15:52:00Z,25.0,-118.70009500551254,Fire,34.30277328465364,2021-04-05T17:24:38Z
2021-04-12T18:44:23Z,28.0,-116.582369,Wildfire,32.958961,2021-04-13T18:00:00Z
2021-04-18T17:46:54Z,200.0,-123.35838,Wildfire,38.99914,2021-04-24T19:04:15Z
2021-04-19T20:29:35Z,80.0,-121.5896697,Wildfire,38.9743823,2021-05-01T09:35:18Z
2021-04-23T00:34:19Z,50.0,-1191414610.0,Wildfire,34.9471195,
2021-04-24T14:50:00Z,93.0,-121.143154,Fire,37.0953436,2021-04-24T19:01:18Z
2021-04-28T23:04:57Z,650.0,-118.616276,Wildfire,34.449686,2021-05-03T09:57:29Z
2021-04-29T12:44:00Z,65.0,-122.51771555326388,Wildfire,38.88437128468346,2021-05-01T17:32:27Z
2021-04-29T23:18:41Z,160.0,-120.856628,Wildfire,38.223179,
2021-05-01T21:02:48Z,32.0,-121.034998,Wildfire,38.773294,
2021-05-02T00:56:04Z,5366.0,-116.443391,Wildfire,32.987532,2021-05-06T06:53:36Z
2021-05-04T13:28:00Z,32.0,-116.767011,Wildfire,33.532246,2021-05-04T18:00:00Z
2021-05-05T23:30:06Z,226.0,-117.044072,Wildfire,33.86972,2021-05-06T06:56:43Z
2021-05-08T13:44:53Z,550.0,-121.91936,Wildfire,39.85479,2021-05-08T10:13:00Z
2021-05-08T15:02:45Z,118.0,-120.85258,Wildfire,38.03106,2021-05-08T21:35:49Z
2021-05-08T17:29:49Z,44.0,-121.45965,Wildfire,38.28328,2021-05-08T20:05:33Z
2021-05-12T20:48:43Z,35.0,-121.361339,Wildfire,39.2510745,2021-05-12T14:53:27Z
2021-05-12T22:46:39Z,442.0,-117.663815,Wildfire,34.454231,2021-05-20T12:23:55Z
2021-05-14T14:00:00Z,97.0,-120.419624,Wildfire,37.560209,2021-05-15T11:58:36Z
2021-05-14T13:03:00Z,29.0,-120.094517,Wildfire,40.971612,2021-05-15T12:48:28Z
2021-05-14T21:50:41Z,1202.0,-118.558938,Wildfire,34.079046,2021-05-26T18:00:00Z
2021-05-18T13:30:00Z,300.0,-117.1116,,33.8948,2021-05-19T07:44:21Z
2021-05-19T15:54:00Z,17.0,-115.917099,,33.50994,2021-05-20T19:53:00Z
2021-05-19T14:56:00Z,45.0,-121.01365,,38.56101,2021-05-21T12:59:21Z
2021-05-20T09:27:00Z,300.0,-118.5044868,Wildfire,34.7591895,2021-05-22T13:35:16Z
2021-05-21T06:55:59Z,25.0,-123.66003,Wildfire,41.23106,2021-06-06T12:26:00Z
2021-05-21T15:36:15Z,18.0,-123.23205,,39.384319,2021-05-24T18:47:21Z
2021-05-24T13:30:26Z,115.0,-117.471517,Wildfire,33.965596,2021-05-27T07:04:11Z
2021-05-27T14:36:00Z,197.0,-120.00392,Wildfire,37.45646,2021-05-31T18:50:19Z
2021-05-27T18:44:00Z,508.0,-120.83915871172879,,37.89346196853137,2021-05-28T06:44:37Z
2021-05-30T15:10:29Z,1118.0,-120.854096,Wildfire,35.932852,
2021-05-31T16:24:20Z,25.0,-119.3484121800294,Wildfire,36.86201725309289,
2021-05-31T19:12:45Z,45.0,-119.5166045,Wildfire,37.1619216,2021-06-03T07:24:58Z
2021-06-01T13:06:00Z,28.0,-117.089849,,33.631955,2021-06-01T20:14:45Z
2021-06-02T18:30:00Z,43.0,-116.90145,Fire,33.895007,2021-06-04T17:11:26Z
2021-06-06T15:20:52Z,50.0,-119.86047836209606,Wildfire,37.24484944019164,2021-06-08T18:32:58Z
2021-06-08T13:59:00Z,939.0,-121.333346,Wildfire,39.084872,
2021-06-09T13:15:00Z,250.0,-117.41835464122235,Wildfire,34.383247203440405,2021-06-11T17:04:08Z
2021-06-09T13:53:00Z,1000.0,-117.34832277422022,Wildfire,33.315711565249096,2021-06-11T10:03:47Z
2021-06-09T20:00:00Z,34.0,-122.238889,Wildfire,38.899722,2021-06-10T07:03:23Z
2021-06-13T11:12:13Z,341.0,-116.4518615,Wildfire,33.5812044,2021-06-21T12:28:30Z
2021-06-13T16:01:34Z,67.0,-120.9608439,Wildfire,38.3046414,
2021-06-13T19:39:00Z,150.0,-121.3587065,Wildfire,39.1956433,2021-06-14T17:54:43Z
2021-06-14T11:40:00Z,35.0,-121.76309,Wildfire,37.24042,2021-06-14T18:36:39Z
2021-06-15T13:30:00Z,15.0,-116.94956,Wildfire,33.67127,2021-06-15T08:00:19Z
2021-06-15T17:14:55Z,108.0,-122.49164,Wildfire,40.61468,2021-06-20T12:46:57Z
2021-06-15T18:59:10Z,165.0,-122.16025,Wildfire,40.10806,2021-06-24T08:00:00Z
2021-06-16T14:03:42Z,10.0,-121.01273,Wildfire,38.79988,2021-06-16T17:07:52Z
2021-06-17T16:45:06Z,42.0,-122.916,Wildfire,39.16338,2021-06-17T10:40:44Z
2021-06-17T21:37:07Z,402.0,-121.76629,Wildfire,39.77144,2021-06-19T19:24:22Z
2021-06-18T08:00:00Z,560.0,-118.20355,Wildfire,36.59717,2021-06-21T07:17:16Z
2021-06-18T06:33:00Z,11.0,-119.10788,Wildfire,36.47887,2021-06-20T07:18:21Z
2021-06-18T08:00:00Z,800.0,-118.85799,Wildfire,36.03223,2021-06-22T18:00:00Z
2021-06-18T10:11:21Z,1265.0,-118.76857,Wildfire,36.03887,2021-07-01T08:58:19Z
2021-06-18T11:49:41Z,2877.0,-121.558858,Wildfire,36.151231,2021-07-11T08:24:03Z
2021-06-18T18:35:00Z,48.0,-118.86258,,34.83498,2021-06-20T18:07:44Z
2021-06-19T08:00:00Z,515.0,-116.233056,,32.903917,2021-06-24T18:50:12Z
2021-06-19T13:36:00Z,95.0,-116.707967,Fire,33.551747,2021-06-21T20:02:53Z
2021-06-19T06:19:04Z,592.0,-118.1420738,,36.6000177,2021-07-09T08:00:00Z
2021-06-20T16:38:04Z,761.0,-122.12107,Fire,40.53297,2021-06-26T18:25:36Z
2021-06-20T17:32:36Z,20.0,-116.1147496,Fire,33.499081,2021-06-21T09:09:11Z
2021-06-20T18:28:38Z,53.0,-116.9543,Fire,33.09183,2021-06-21T20:05:56Z
2021-06-21T16:41:35Z,42.0,-121.39247,Wildfire,38.728881,2021-06-21T19:04:05Z
2021-06-22T11:19:00Z,580.0,-120.729446,Fire,41.583949,2021-06-29T08:33:42Z
2021-06-23T13:38:00Z,145.0,-120.987172,,36.63228,2021-06-24T18:42:38Z
2021-06-23T13:42:00Z,50.0,-122.481055,,40.475558,
2021-06-23T16:01:58Z,350.0,-117.095858,Wildfire,33.337282,2021-06-27T16:51:24Z
2021-06-24T18:38:46Z,134.0,-120.497502,Wildfire,41.562302,2021-06-28T12:49:19Z
2021-06-25T14:23:00Z,37.0,-121.584194,Wildfire,37.118582,2021-06-25T23:13:01Z
2021-06-26T13:05:41Z,11.0,-120.876096,Wildfire,38.659971,2021-06-27T15:35:26Z
2021-06-24T20:35:24Z,26409.0,-122.329,Wildfire,41.459,2021-09-03T06:51:30Z
2021-06-26T20:47:10Z,220.0,-118.793912,Wildfire,35.442533,2021-06-28T07:08:15Z
2021-06-27T13:07:06Z,1984.0,-118.891,Wildfire,34.919,2021-06-30T18:00:00Z
2021-06-27T17:49:34Z,76.0,-121.406,Wildfire,40.039,2021-07-09T08:02:17Z
2021-06-27T17:05:33Z,140.0,-119.735,Wildfire,36.932,2021-06-29T15:35:19Z
2021-06-28T10:52:00Z,35.0,-117.280416,Wildfire,34.20849,2021-07-01T09:14:18Z
2021-06-28T16:48:08Z,122.0,-117.050236,Wildfire,33.740058,2021-06-29T07:34:49Z
2021-06-28T16:07:00Z,35.0,-122.054254,,41.665191,2021-06-29T17:51:06Z
2021-06-28T16:07:00Z,10580.0,-122.054254,Wildfire,41.665191,2021-07-15T16:13:33Z
2021-06-28T18:14:00Z,118.0,-122.374848,Wildfire,41.917209,2021-07-03T17:12:39Z
2021-06-30T16:22:00Z,277.0,-119.25484409482164,Wildfire,37.02865766813302,2021-07-08T08:05:21Z
2021-06-30T14:55:56Z,12660.0,-122.348956,Wildfire,40.860525,2021-07-19T08:46:09Z
2021-06-30T20:49:00Z,,-120.24,Wildfire,40.74,
2021-07-02T16:04:00Z,,-120.3415,Fire,39.83203,
2021-07-03T11:34:00Z,173.0,-116.677511,Fire,33.119448,
2021-07-03T08:00:32Z,384.0,-119.017899,Wildfire,36.10007,2021-07-04T17:39:44Z
2021-07-04T09:26:06Z,105670.0,-120.3415,Wildfire,39.83203,2021-09-22T08:37:37Z
2021-07-04T14:49:36Z,868.0,-118.87933,Wildfire,34.808751,2021-07-12T13:22:50Z
2021-07-04T17:46:54Z,75.0,-119.393795,Wildfire,36.802809,2021-07-05T17:15:45Z
2021-07-05T16:34:58Z,1011.0,-120.638464,Wildfire,41.80728,2021-07-15T16:09:58Z
2021-07-07T14:30:00Z,80.0,-123.224377,Wildfire,39.253647,2021-07-09T08:20:37Z
2021-07-09T13:26:01Z,92.0,-121.05758,Fire,37.06047,2021-07-09T19:27:16Z
2021-07-09T16:41:27Z,110.0,-121.77593,Wildfire,41.28523,2021-07-15T11:39:40Z
2021-07-10T13:38:19Z,86.0,-116.6253,Wildfire,32.82731,2021-07-17T13:12:30Z
2021-07-11T09:22:05Z,128.0,-121.667665,Wildfire,37.865193,2021-07-11T16:22:18Z
2021-07-11T13:29:14Z,71.0,-118.81448,Wildfire,34.85178,2021-07-12T14:04:51Z
2021-07-11T14:10:26Z,9656.0,-119.869785,Wildfire,37.350823,2021-07-19T18:39:33Z
2021-07-11T15:08:43Z,357.0,-121.82403,Wildfire,41.25272,2021-07-15T15:59:36Z
2021-07-12T14:04:02Z,2965.0,-118.8745,Wildfire,37.8024,2021-07-30T09:43:42Z
2021-07-13T17:15:00Z,963309.0,-121.389439,Wildfire,39.871306,2021-10-25T07:45:46Z
2021-07-14T15:18:48Z,43.0,-122.64768,Wildfire,40.1703,2021-07-16T18:55:38Z
2021-07-14T15:34:10Z,35.0,-122.7418335,Wildfire,38.0975072,2021-07-15T07:13:02Z
2021-06-25T19:53:41Z,1320.0,-119.7512546,Wildfire,38.4504695,2021-07-30T09:47:10Z
2021-07-15T16:02:27Z,30.0,-116.634023,Wildfire,32.578481,
2021-07-04T11:57:58Z,68637.0,-119.8591887,Wildfire,38.6280042,2021-10-25T22:16:49Z
2021-07-17T17:40:13Z,43.0,-122.55195,Wildfire,39.999396,2021-07-20T15:36:44Z
2021-07-18T13:34:00Z,55.0,-120.45187,Wildfire,40.86955,2021-07-22T09:06:48Z
2021-07-20T13:52:41Z,50.0,-117.070814,Wildfire,33.889516,
2021-07-20T11:40:00Z,2098.0,-118.46461,Wildfire,35.41153,2021-08-13T11:55:13Z
2021-07-20T16:36:32Z,45.0,-121.24684,Wildfire,39.383922,2021-07-22T07:22:01Z
2021-07-23T00:00:00Z,25.0,-123.505,Fire,39.976,
2021-07-26T00:00:00Z,100.0,-118.722167,Wildfire,36.199833,2021-07-31T08:00:00Z
2021-07-28T00:00:00Z,171.0,-121.224797,Wildfire,36.476664,2021-07-31T19:21:56Z
2021-07-29T19:14:42Z,85.0,-120.8468224,Wildfire,40.183504,2021-08-08T11:55:53Z
2021-07-30T18:44:00Z,122653.0,-123.034,Fire,40.35,2021-09-16T18:00:00Z
2021-07-30T00:00:00Z,153.0,-120.867498,Wildfire,38.054116,2021-08-01T17:39:59Z
2021-07-31T00:00:00Z,340.0,-118.8217926,Wildfire,34.7479248,2021-08-01T09:36:42Z
2021-07-31T17:10:53Z,75.0,-120.560856,Wildfire,35.65927,
2021-08-01T11:28:25Z,145632.0,-121.9154934,Wildfire,41.5289901,2021-10-15T12:01:36Z
2021-08-01T00:00:00Z,50.0,-122.482826,Wildfire,40.466364,2021-08-01T20:47:13Z
2021-07-30T12:28:00Z,223124.0,-123.337,Wildfire,40.752,2021-10-26T13:15:01Z
2021-07-30T18:17:40Z,199359.0,-123.057,Wildfire,41.389,2021-10-26T13:14:31Z
2021-08-03T13:02:00Z,50.0,-117.65989,Wildfire,34.23604,2021-08-16T08:00:00Z
2021-08-04T00:00:00Z,60.0,-122.506112,Wildfire,40.604986,2021-08-10T20:50:02Z
2021-08-04T08:00:00Z,2619.0,-121.01468,Wildfire,39.08805,2021-08-13T19:54:07Z
2021-08-06T11:11:37Z,55.0,-121.53946,Wildfire,41.68499,
2021-08-07T00:00:00Z,20.0,-121.89008,Wildfire,41.034362,2021-08-13T08:44:38Z
2021-08-11T00:00:00Z,184.0,-121.30845,Wildfire,39.403918,2021-08-21T20:07:35Z
2021-08-13T00:00:00Z,22.0,-122.727542,Wildfire,38.250596,
2021-08-13T00:00:00Z,127.0,-122.581257,Wildfire,38.826123,2021-08-15T21:46:50Z
2021-08-14T00:00:00Z,50.0,-123.637032,Wildfire,39.834099,2021-08-19T19:48:14Z
2021-08-14T18:54:00Z,221835.0,-120.537833,Wildfire,38.586,2021-10-21T08:18:44Z
2021-08-16T16:05:54Z,8777.0,-118.555,Wildfire,36.268,2021-09-17T17:45:50Z
2021-08-18T12:34:00Z,83.0,-122.601395,Wildfire,38.928133,2021-08-23T07:00:00Z
2021-08-18T08:50:00Z,94962.0,-123.404,Fire,41.564,2021-11-02T11:43:33Z
2021-08-18T18:20:00Z,,-118.501515,Wildfire,35.674926,2021-10-20T12:02:29Z
2021-08-24T13:38:00Z,295.0,-116.659688,Wildfire,33.474823,2021-08-27T19:35:10Z
2021-08-25T00:00:00Z,10.0,-122.514391,Wildfire,40.616416,2021-08-25T20:04:50Z
2021-08-25T14:55:00Z,639.0,-120.454797,Wildfire,38.038795,2021-09-04T07:11:43Z
2021-08-25T16:11:00Z,680.0,-117.440263,Wildfire,34.186147,2021-09-02T15:25:13Z
2021-08-25T14:17:00Z,160.0,-116.877776,Wildfire,33.918089,2021-08-28T09:24:00Z
2021-08-25T15:33:00Z,59.0,-121.040771,Wildfire,39.216752,
2021-08-26T13:20:00Z,100.0,-120.402221,Wildfire,37.962933,2021-09-01T19:34:51Z
2021-08-28T11:25:00Z,50.0,-117.4546,Wildfire,34.25145,2021-09-02T20:01:42Z
2021-08-28T12:40:00Z,1427.0,-117.39309,Wildfire,33.484721,2021-09-01T07:02:27Z
2021-08-29T12:50:00Z,61.0,-117.466,Fire,34.34,2021-09-02T08:06:01Z
2021-08-29T08:00:00Z,2421.0,-123.6744,Wildfire,40.8652,2021-09-13T07:00:00Z
2021-08-30T13:30:00Z,16.0,-123.52733,Wildfire,41.03877,2021-09-08T16:25:07Z
2021-09-01T14:27:00Z,44.0,-122.6131992,Wildfire,38.0591827,
2021-09-05T10:40:20Z,46.0,-120.731748,Wildfire,38.529123,2021-09-07T08:39:06Z
2021-09-05T12:53:14Z,411.0,-121.036613,Wildfire,38.921239,2021-09-14T18:20:39Z
2021-09-05T15:50:14Z,54.0,-117.111157,Wildfire,33.380079,2021-09-09T16:46:17Z
2021-09-06T14:54:06Z,70.0,-120.09009,Wildfire,34.6776,2021-09-08T16:25:24Z
2021-09-11T16:06:47Z,464.0,-118.688821,Wildfire,34.569383,2021-09-17T14:00:00Z
2021-09-12T14:15:09Z,257.0,-123.202039,Wildfire,39.232362,2021-09-20T17:09:58Z
2021-09-09T12:00:00Z,,-118.625,Wildfire,36.058,2021-11-11T12:02:02Z
2021-09-10T07:00:00Z,,-118.811,Wildfire,36.567,2021-12-21T10:20:54Z
2021-09-17T13:34:00Z,,-118.760816,Wildfire,34.665169,
2021-09-19T11:40:00Z,42.0,-119.792528,Wildfire,36.89365,2021-09-19T18:53:21Z
2021-09-22T11:27:08Z,71.0,-117.333215,Wildfire,34.164501,2021-09-23T19:00:00Z
2021-09-22T14:25:00Z,116.0,-122.416983,Wildfire,38.269863,2021-09-23T07:09:40Z
2021-09-22T16:45:00Z,8578.0,-122.320243,Wildfire,40.729811,2021-10-02T18:53:52Z
2021-10-05T15:34:31Z,80.0,-123.02375,Wildfire,40.649917,2021-10-11T18:35:31Z
2021-10-11T14:35:42Z,24.0,-122.436754,Wildfire,40.287225,2021-10-12T16:48:30Z
2021-10-11T18:43:59Z,447.0,-119.960099,Wildfire,35.983649,2021-10-12T07:46:08Z
2021-10-11T20:02:23Z,132.0,-122.241128,Wildfire,38.170366,2021-10-12T18:16:30Z
2021-10-11T14:30:12Z,16970.0,-120.136,Wildfire,34.553,2021-11-20T08:34:41Z
2021-10-14T16:49:00Z,59.0,-122.277441,Wildfire,39.986836,2021-10-15T08:37:57Z
2021-10-15T15:15:00Z,200.0,-120.358206,Wildfire,41.862388,2021-10-16T19:25:23Z
2021-10-15T14:40:39Z,148.0,-121.752106,Wildfire,37.013464,
2021-10-24T13:40:00Z,150.0,-121.52692,Wildfire,37.62879,2021-10-24T16:38:08Z
2021-11-21T11:45:14Z,24.0,-117.487947,Fire,33.952633,2021-12-02T10:44:49Z
2022-01-21T17:19:00Z,687.0,-121.880533,Wildfire,36.396461,
2022-02-10T04:00:00Z,154.0,-117.805666,Wildfire,33.558085,
2022-02-16T16:06:41Z,4136.0,-118.371813,Wildfire,37.369355,2022-02-26T08:24:14Z
2022-03-02T11:06:00Z,,-117.5181037,Wildfire,33.6769121,2022-03-09T11:56:16Z
2022-03-01T17:15:00Z,21.0,-123.015106,Wildfire,38.46234,2022-03-06T19:31:38Z
2022-03-04T10:31:00Z,88.0,-122.4073,Wildfire,40.67671,
2022-03-12T11:35:00Z,120.0,-120.2770391,Wildfire,34.4687419,2022-03-17T09:09:35Z
2022-03-12T12:46:00Z,113.0,-121.9015432,Wildfire,41.9525087,2022-03-14T11:02:27Z
2022-03-12T13:17:00Z,12.0,-122.3685584,Wildfire,41.4455854,
2022-03-25T21:23:21Z,10.0,-121.692093,Wildfire,41.234712,2022-03-27T16:17:07Z
2022-03-26T18:18:21Z,,-116.099728,Wildfire,33.525345,2022-03-31T12:01:07Z
2022-04-09T17:55:59Z,,-120.4849,Wildfire,40.18494,
2022-04-27T13:56:00Z,10.0,-122.690559,Wildfire,40.44412,2022-04-30T09:24:18Z
2022-04-30T20:33:00Z,15.0,-115.916687,Wildfire,33.510716,2022-05-01T22:28:47Z
2022-05-06T12:51:00Z,60.0,-117.462367,Wildfire,34.018021,2022-05-07T18:59:37Z
2022-05-11T12:39:00Z,171.0,-119.443013,Fire,36.974622,
2022-05-11T14:51:00Z,200.0,-117.744398,Fire,33.509464,2022-05-17T07:54:49Z
2022-05-15T17:33:40Z,46.0,-116.900635,Fire,33.886637,2022-05-16T09:45:05Z
2022-05-16T18:36:01Z,25.0,-118.98167,Fire,36.051411,2022-05-16T09:15:52Z
2022-05-19T16:15:00Z,682.0,-118.873889,Wildfire,34.935583,
2022-05-20T12:08:00Z,28.0,-121.998735,Wildfire,38.015611,
2022-05-20T15:08:58Z,120.0,-122.049621,Wildfire,38.824462,
2022-05-20T15:10:00Z,36.0,-123.6641833,Wildfire,38.8733747,2022-05-22T19:07:49Z
2022-05-21T15:14:00Z,135.0,-122.051923,Fire,38.467322,
2022-05-24T11:27:12Z,90.0,-122.275649,Wildfire,40.150329,
2022-05-24T10:53:00Z,,-122.229859,Fire,39.761232,2022-05-25T10:09:59Z
2022-05-24T13:30:00Z,595.0,-122.0246463,Wildfire,39.2333948,2022-05-28T08:52:34Z
2022-05-24T15:00:00Z,48.0,-120.3564497,Wildfire,35.0155237,2022-05-24T17:30:15Z
2022-05-26T12:23:12Z,431.0,-116.447636,Wildfire,34.090619,2022-05-30T08:22:37Z
2022-05-26T21:31:18Z,5856.0,-114.484173,Wildfire,34.010838,2023-06-04T09:29:01Z
2022-05-31T15:35:00Z,570.0,-122.270417,Wildfire,38.370078,2022-06-05T16:03:21Z
2022-06-03T10:59:00Z,93.0,-118.721683,Wildfire,35.199501,
2022-06-04T23:15:00Z,60.0,-116.23339,Wildfire,33.59823,2022-06-08T10:06:57Z
2022-06-06T17:50:00Z,36.0,-120.56019,Wildfire,35.72373,2022-06-07T08:07:41Z
2022-06-06T16:47:00Z,95.0,-117.34635,Wildfire,34.31267,2022-06-10T08:17:41Z
2022-06-09T14:21:00Z,159.0,-121.696808,Wildfire,37.895892,
2022-06-09T15:53:00Z,54.0,-121.431372,Wildfire,39.385829,2022-06-11T17:07:51Z
2022-06-10T11:51:07Z,100.0,-121.776,Wildfire,40.05,2022-06-16T14:02:56Z
2022-06-11T02:49:16Z,517.0,-118.9253809,Fire,34.9324042,2022-06-14T19:00:00Z
2022-06-11T17:22:09Z,72.0,-121.392285,Wildfire,39.319804,
2022-06-12T06:45:19Z,865.0,-117.61508,Wildfire,34.355593,2023-06-22T09:29:24Z
2022-06-12T18:16:43Z,65.0,-116.5882585,Wildfire,32.8134303,2022-06-15T16:56:14Z
2022-06-13T14:56:33Z,577.0,-116.737119,Wildfire,32.614832,
2022-06-13T16:16:00Z,593.0,-122.45621,Wildfire,40.00919,2022-06-18T14:01:33Z
2022-06-21T10:08:00Z,70.0,-116.750667,Wildfire,32.567333,2022-06-22T19:48:03Z
2022-06-21T14:30:00Z,20.0,-122.27742,Wildfire,37.459222,2022-06-26T11:38:28Z
2022-06-22T18:41:00Z,2500.0,-118.889446,Wildfire,34.936618,2022-06-27T13:30:00Z
2022-06-22T12:00:00Z,66.0,-121.68694,Wildfire,39.37879,2022-06-22T20:01:02Z
2022-06-23T14:37:00Z,120.0,-122.191103,Wildfire,38.046255,
2022-06-23T13:47:38Z,71.0,-121.903018,Wildfire,37.642217,
2022-06-23T17:39:00Z,552.0,-121.556086,Wildfire,37.365652,2023-06-23T09:26:19Z
2022-06-23T14:15:00Z,26.0,-121.97785,Wildfire,38.42619,
2022-06-23T18:34:00Z,349.0,-121.97785,Wildfire,38.42619,2022-06-24T07:25:01Z
2022-06-24T12:20:00Z,90.0,-121.908735,Wildfire,37.97689,2022-06-24T17:20:49Z
2022-06-25T17:22:36Z,110.0,-117.462524,Wildfire,33.968307,2022-06-29T17:00:00Z
2022-06-26T08:13:12Z,12.0,-122.359698,Wildfire,41.317476,
